id,grid_solution,steps
lgp-test-3x6-30,,0
lgp-test-3x6-34,"{""header"": [""House"", ""Genre"", ""Model"", ""Month"", ""Name"", ""Pet""], ""rows"": [[""1"", ""rock"", ""ford f150"", ""april"", ""Arnold"", ""cat""], [""2"", ""classical"", ""tesla model 3"", ""jan"", ""Eric"", ""dog""], [""3"", ""pop"", ""toyota camry"", ""sept"", ""Peter"", ""fish""]]}",16
lgp-test-2x3-25,"{""header"": [""House"", ""Model"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""samsung galaxy s21"", ""Eric"", ""cherry""], [""2"", ""iphone 13"", ""Arnold"", ""desert""]]}",7
lgp-test-5x2-10,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""pop"", ""Arnold""], [""2"", ""hip hop"", ""Peter""], [""3"", ""rock"", ""Eric""], [""4"", ""jazz"", ""Alice""], [""5"", ""classical"", ""Bob""]]}",11
lgp-test-6x5-36,"{""header"": [""House"", ""Animal"", ""Education"", ""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""fish"", ""high school"", ""colonial"", ""stew"", ""Alice""], [""2"", ""rabbit"", ""master"", ""mediterranean"", ""pizza"", ""Arnold""], [""3"", ""bird"", ""associate"", ""ranch"", ""spaghetti"", ""Carol""], [""4"", ""horse"", ""bachelor"", ""victorian"", ""grilled cheese"", ""Eric""], [""5"", ""dog"", ""doctorate"", ""modern"", ""stir fry"", ""Bob""], [""6"", ""cat"", ""trade school"", ""craftsman"", ""soup"", ""Peter""]]}",106
lgp-test-5x4-16,"{""header"": [""House"", ""Cigar"", ""Color"", ""Genre"", ""Name""], ""rows"": [[""1"", ""blue master"", ""red"", ""mystery"", ""Alice""], [""2"", ""blends"", ""yellow"", ""biography"", ""Peter""], [""3"", ""dunhill"", ""green"", ""science fiction"", ""Arnold""], [""4"", ""pall mall"", ""blue"", ""romance"", ""Eric""], [""5"", ""prince"", ""white"", ""fantasy"", ""Bob""]]}",23
lgp-test-6x2-11,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""stew"", ""Eric""], [""2"", ""pizza"", ""Arnold""], [""3"", ""spaghetti"", ""Alice""], [""4"", ""soup"", ""Bob""], [""5"", ""stir fry"", ""Peter""], [""6"", ""grilled cheese"", ""Carol""]]}",13
lgp-test-6x5-38,"{""header"": [""House"", ""Height"", ""Lunch"", ""Model"", ""Month"", ""Name""], ""rows"": [[""1"", ""short"", ""stir fry"", ""honda civic"", ""mar"", ""Alice""], [""2"", ""average"", ""spaghetti"", ""bmw 3 series"", ""sept"", ""Arnold""], [""3"", ""super tall"", ""grilled cheese"", ""chevrolet silverado"", ""may"", ""Peter""], [""4"", ""very short"", ""pizza"", ""tesla model 3"", ""feb"", ""Carol""], [""5"", ""tall"", ""soup"", ""ford f150"", ""april"", ""Bob""], [""6"", ""very tall"", ""stew"", ""toyota camry"", ""jan"", ""Eric""]]}",39
lgp-test-5x3-2,"{""header"": [""House"", ""Drink"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""milk"", ""gardening"", ""Peter""], [""2"", ""root beer"", ""knitting"", ""Alice""], [""3"", ""coffee"", ""painting"", ""Eric""], [""4"", ""water"", ""photography"", ""Bob""], [""5"", ""tea"", ""cooking"", ""Arnold""]]}",16
lgp-test-2x5-36,"{""header"": [""House"", ""Child"", ""Cigar"", ""Flower"", ""Genre"", ""Name""], ""rows"": [[""1"", ""Bella"", ""pall mall"", ""daffodils"", ""pop"", ""Eric""], [""2"", ""Fred"", ""prince"", ""carnations"", ""rock"", ""Arnold""]]}",11
lgp-test-2x4-32,"{""header"": [""House"", ""Genre"", ""Month"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""mystery"", ""sept"", ""Eric"", ""beach""], [""2"", ""science fiction"", ""april"", ""Arnold"", ""mountain""]]}",9
lgp-test-2x3-8,"{""header"": [""House"", ""Are"", ""Month"", ""Name""], ""rows"": [[""1"", ""Aniya"", ""april"", ""Eric""], [""2"", ""Holly"", ""sept"", ""Arnold""]]}",7
lgp-test-5x6-13,"{""header"": [""House"", ""Drink"", ""Lunch"", ""Model"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""milk"", ""spaghetti"", ""huawei p50"", ""Arnold"", ""doctor""], [""2"", ""water"", ""grilled cheese"", ""oneplus 9"", ""Peter"", ""lawyer""], [""3"", ""root beer"", ""stir fry"", ""samsung galaxy s21"", ""Alice"", ""artist""], [""4"", ""tea"", ""pizza"", ""google pixel 6"", ""Eric"", ""teacher""], [""5"", ""coffee"", ""stew"", ""iphone 13"", ""Bob"", ""engineer""]]}",26
lgp-test-2x4-13,"{""header"": [""House"", ""Animal"", ""Genre"", ""Name"", ""Sport""], ""rows"": [[""1"", ""horse"", ""mystery"", ""Eric"", ""basketball""], [""2"", ""cat"", ""science fiction"", ""Arnold"", ""soccer""]]}",9
lgp-test-4x4-25,"{""header"": [""House"", ""Model"", ""Name"", ""Pet""], ""rows"": [[""1"", ""oneplus 9"", ""Alice"", ""fish""], [""2"", ""google pixel 6"", ""Peter"", ""bird""], [""3"", ""iphone 13"", ""Eric"", ""dog""], [""4"", ""samsung galaxy s21"", ""Arnold"", ""cat""]]}",13
lgp-test-4x5-1,"{""header"": [""House"", ""Animal"", ""Are"", ""Education"", ""House"", ""Name""], ""rows"": [[""1"", ""horse"", ""Holly"", ""bachelor"", ""colonial"", ""Peter""], [""2"", ""cat"", ""Aniya"", ""high school"", ""craftsman"", ""Arnold""], [""3"", ""bird"", ""Kailyn"", ""associate"", ""victorian"", ""Alice""], [""4"", ""fish"", ""Janelle"", ""master"", ""ranch"", ""Eric""]]}",34
lgp-test-2x5-21,"{""header"": [""House"", ""Child"", ""Drink"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Fred"", ""tea"", ""grilled cheese"", ""Arnold"", ""basketball""], [""2"", ""Bella"", ""water"", ""pizza"", ""Eric"", ""soccer""]]}",11
lgp-test-6x4-1,"{""header"": [""House"", ""Height"", ""Model"", ""Name"", ""Pet""], ""rows"": [[""1"", ""short"", ""samsung galaxy s21"", ""Eric"", ""bird""], [""2"", ""average"", ""oneplus 9"", ""Peter"", ""dog""], [""3"", ""tall"", ""xiaomi mi 11"", ""Alice"", ""rabbit""], [""4"", ""very short"", ""huawei p50"", ""Arnold"", ""hamster""], [""5"", ""very tall"", ""iphone 13"", ""Carol"", ""fish""], [""6"", ""super tall"", ""google pixel 6"", ""Bob"", ""cat""]]}",25
lgp-test-6x5-5,"{""header"": [""House"", ""Education"", ""Height"", ""Name"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""doctorate"", ""very short"", ""Bob"", ""fish"", ""dragonfruit""], [""2"", ""trade school"", ""short"", ""Arnold"", ""dog"", ""blueberry""], [""3"", ""master"", ""tall"", ""Carol"", ""hamster"", ""lime""], [""4"", ""high school"", ""average"", ""Alice"", ""bird"", ""desert""], [""5"", ""associate"", ""very tall"", ""Peter"", ""rabbit"", ""cherry""], [""6"", ""bachelor"", ""super tall"", ""Eric"", ""cat"", ""watermelon""]]}",33
lgp-test-4x2-8,"{""header"": [""House"", ""Color"", ""Name""], ""rows"": [[""1"", ""white"", ""Peter""], [""2"", ""red"", ""Alice""], [""3"", ""green"", ""Arnold""], [""4"", ""yellow"", ""Eric""]]}",9
lgp-test-4x6-37,"{""header"": [""House"", ""Cigar"", ""Model"", ""Name"", ""Occupation"", ""Pet"", ""Sport""], ""rows"": [[""1"", ""prince"", ""ford f150"", ""Alice"", ""teacher"", ""fish"", ""tennis""], [""2"", ""dunhill"", ""honda civic"", ""Arnold"", ""engineer"", ""dog"", ""basketball""], [""3"", ""blue master"", ""tesla model 3"", ""Eric"", ""artist"", ""bird"", ""swimming""], [""4"", ""pall mall"", ""toyota camry"", ""Peter"", ""doctor"", ""cat"", ""soccer""]]}",64
lgp-test-4x2-38,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""craftsman"", ""Peter""], [""2"", ""colonial"", ""Arnold""], [""3"", ""victorian"", ""Eric""], [""4"", ""ranch"", ""Alice""]]}",9
lgp-test-4x6-38,"{""header"": [""House"", ""Animal"", ""Are"", ""Color"", ""Month"", ""Name"", ""Sport""], ""rows"": [[""1"", ""cat"", ""Holly"", ""green"", ""jan"", ""Eric"", ""swimming""], [""2"", ""horse"", ""Aniya"", ""yellow"", ""april"", ""Peter"", ""basketball""], [""3"", ""fish"", ""Janelle"", ""red"", ""sept"", ""Alice"", ""tennis""], [""4"", ""bird"", ""Kailyn"", ""white"", ""feb"", ""Arnold"", ""soccer""]]}",41
lgp-test-5x6-4,,4
lgp-test-3x3-29,"{""header"": [""House"", ""Are"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""Janelle"", ""grilled cheese"", ""Eric""], [""2"", ""Aniya"", ""spaghetti"", ""Arnold""], [""3"", ""Holly"", ""pizza"", ""Peter""]]}",10
lgp-test-4x5-31,,0
lgp-test-6x6-14,"{""header"": [""House"", ""Child"", ""Education"", ""Genre"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Meredith"", ""doctorate"", ""biography"", ""soup"", ""Alice"", ""soccer""], [""2"", ""Fred"", ""high school"", ""fantasy"", ""spaghetti"", ""Carol"", ""basketball""], [""3"", ""Samantha"", ""master"", ""romance"", ""grilled cheese"", ""Eric"", ""volleyball""], [""4"", ""Alice"", ""trade school"", ""mystery"", ""pizza"", ""Peter"", ""swimming""], [""5"", ""Bella"", ""bachelor"", ""historical fiction"", ""stew"", ""Bob"", ""tennis""], [""6"", ""Timothy"", ""associate"", ""science fiction"", ""stir fry"", ""Arnold"", ""baseball""]]}",72
lgp-test-5x6-2,,6
lgp-test-3x3-12,"{""header"": [""House"", ""Height"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""short"", ""Arnold"", ""mountain""], [""2"", ""very short"", ""Peter"", ""city""], [""3"", ""average"", ""Eric"", ""beach""]]}",10
lgp-test-6x6-32,"{""header"": [""House"", ""Animal"", ""Cigar"", ""Color"", ""Height"", ""Name"", ""Sport""], ""rows"": [[""1"", ""rabbit"", ""prince"", ""blonde"", ""short"", ""Peter"", ""tennis""], [""2"", ""horse"", ""pall mall"", ""auburn"", ""very short"", ""Eric"", ""basketball""], [""3"", ""cat"", ""yellow monster"", ""gray"", ""tall"", ""Bob"", ""baseball""], [""4"", ""fish"", ""blue master"", ""brown"", ""average"", ""Carol"", ""volleyball""], [""5"", ""bird"", ""blends"", ""black"", ""very tall"", ""Arnold"", ""swimming""], [""6"", ""dog"", ""dunhill"", ""red"", ""super tall"", ""Alice"", ""soccer""]]}",378
lgp-test-3x3-31,"{""header"": [""House"", ""Child"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Fred"", ""Peter"", ""basketball""], [""2"", ""Meredith"", ""Arnold"", ""tennis""], [""3"", ""Bella"", ""Eric"", ""soccer""]]}",10
lgp-test-2x5-26,"{""header"": [""House"", ""Are"", ""Color"", ""Hobby"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Aniya"", ""yellow"", ""gardening"", ""Eric"", ""dog""], [""2"", ""Holly"", ""red"", ""photography"", ""Arnold"", ""cat""]]}",11
lgp-test-4x3-29,"{""header"": [""House"", ""Cigar"", ""Genre"", ""Name""], ""rows"": [[""1"", ""pall mall"", ""science fiction"", ""Eric""], [""2"", ""blue master"", ""fantasy"", ""Peter""], [""3"", ""prince"", ""mystery"", ""Arnold""], [""4"", ""dunhill"", ""romance"", ""Alice""]]}",13
lgp-test-5x3-18,"{""header"": [""House"", ""Animal"", ""Flower"", ""Name""], ""rows"": [[""1"", ""bird"", ""lilies"", ""Arnold""], [""2"", ""dog"", ""carnations"", ""Alice""], [""3"", ""horse"", ""tulips"", ""Eric""], [""4"", ""fish"", ""daffodils"", ""Peter""], [""5"", ""cat"", ""roses"", ""Bob""]]}",16
lgp-test-4x2-5,"{""header"": [""House"", ""Education"", ""Name""], ""rows"": [[""1"", ""master"", ""Eric""], [""2"", ""bachelor"", ""Alice""], [""3"", ""high school"", ""Peter""], [""4"", ""associate"", ""Arnold""]]}",9
lgp-test-4x4-31,"{""header"": [""House"", ""Hobby"", ""Model"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""painting"", ""honda civic"", ""Alice"", ""mountain""], [""2"", ""gardening"", ""tesla model 3"", ""Arnold"", ""city""], [""3"", ""cooking"", ""ford f150"", ""Eric"", ""cruise""], [""4"", ""photography"", ""toyota camry"", ""Peter"", ""beach""]]}",17
lgp-test-5x3-31,"{""header"": [""House"", ""Animal"", ""Month"", ""Name""], ""rows"": [[""1"", ""fish"", ""mar"", ""Alice""], [""2"", ""dog"", ""april"", ""Arnold""], [""3"", ""bird"", ""jan"", ""Eric""], [""4"", ""horse"", ""sept"", ""Peter""], [""5"", ""cat"", ""feb"", ""Bob""]]}",18
lgp-test-3x2-17,"{""header"": [""House"", ""Cigar"", ""Name""], ""rows"": [[""1"", ""blue master"", ""Eric""], [""2"", ""pall mall"", ""Peter""], [""3"", ""prince"", ""Arnold""]]}",7
lgp-test-3x5-2,"{""header"": [""House"", ""Animal"", ""Color"", ""Genre"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""cat"", ""black"", ""rock"", ""Eric"", ""cherry""], [""2"", ""bird"", ""brown"", ""pop"", ""Peter"", ""watermelon""], [""3"", ""horse"", ""blonde"", ""classical"", ""Arnold"", ""desert""]]}",16
lgp-test-5x5-15,"{""header"": [""House"", ""Height"", ""House"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""tall"", ""victorian"", ""Bob"", ""soccer"", ""cruise""], [""2"", ""average"", ""modern"", ""Arnold"", ""swimming"", ""mountain""], [""3"", ""short"", ""craftsman"", ""Alice"", ""tennis"", ""beach""], [""4"", ""very tall"", ""ranch"", ""Eric"", ""baseball"", ""camping""], [""5"", ""very short"", ""colonial"", ""Peter"", ""basketball"", ""city""]]}",26
lgp-test-4x6-20,"{""header"": [""House"", ""Are"", ""Child"", ""Flower"", ""Lunch"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""Kailyn"", ""Meredith"", ""roses"", ""spaghetti"", ""Alice"", ""desert""], [""2"", ""Aniya"", ""Bella"", ""daffodils"", ""pizza"", ""Arnold"", ""watermelon""], [""3"", ""Janelle"", ""Fred"", ""lilies"", ""grilled cheese"", ""Eric"", ""cherry""], [""4"", ""Holly"", ""Samantha"", ""carnations"", ""stew"", ""Peter"", ""dragonfruit""]]}",26
lgp-test-3x2-16,"{""header"": [""House"", ""Education"", ""Name""], ""rows"": [[""1"", ""high school"", ""Arnold""], [""2"", ""associate"", ""Eric""], [""3"", ""bachelor"", ""Peter""]]}",7
lgp-test-2x3-27,"{""header"": [""House"", ""Child"", ""Model"", ""Name""], ""rows"": [[""1"", ""Bella"", ""tesla model 3"", ""Arnold""], [""2"", ""Fred"", ""ford f150"", ""Eric""]]}",7
lgp-test-3x3-34,"{""header"": [""House"", ""Education"", ""Genre"", ""Name""], ""rows"": [[""1"", ""high school"", ""romance"", ""Eric""], [""2"", ""bachelor"", ""science fiction"", ""Arnold""], [""3"", ""associate"", ""mystery"", ""Peter""]]}",10
lgp-test-4x2-10,"{""header"": [""House"", ""Color"", ""Name""], ""rows"": [[""1"", ""blonde"", ""Alice""], [""2"", ""black"", ""Peter""], [""3"", ""red"", ""Eric""], [""4"", ""brown"", ""Arnold""]]}",9
lgp-test-3x5-3,"{""header"": [""House"", ""Animal"", ""Flower"", ""Hobby"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""cat"", ""daffodils"", ""cooking"", ""Arnold"", ""desert""], [""2"", ""horse"", ""carnations"", ""gardening"", ""Peter"", ""watermelon""], [""3"", ""bird"", ""lilies"", ""photography"", ""Eric"", ""cherry""]]}",16
lgp-test-6x2-24,"{""header"": [""House"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Peter"", ""cultural""], [""2"", ""Eric"", ""cruise""], [""3"", ""Bob"", ""city""], [""4"", ""Alice"", ""camping""], [""5"", ""Arnold"", ""mountain""], [""6"", ""Carol"", ""beach""]]}",13
lgp-test-6x6-22,"{""header"": [""House"", ""Color"", ""Flower"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""brown"", ""roses"", ""Peter"", ""teacher"", ""beach""], [""2"", ""blonde"", ""iris"", ""Eric"", ""engineer"", ""cultural""], [""3"", ""gray"", ""carnations"", ""Bob"", ""lawyer"", ""cruise""], [""4"", ""red"", ""tulips"", ""Arnold"", ""nurse"", ""mountain""], [""5"", ""black"", ""lilies"", ""Alice"", ""doctor"", ""city""], [""6"", ""auburn"", ""daffodils"", ""Carol"", ""artist"", ""camping""]]}",34
lgp-test-6x3-1,"{""header"": [""House"", ""Genre"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""fantasy"", ""Arnold"", ""nurse""], [""2"", ""romance"", ""Carol"", ""teacher""], [""3"", ""biography"", ""Peter"", ""engineer""], [""4"", ""mystery"", ""Alice"", ""artist""], [""5"", ""historical fiction"", ""Eric"", ""lawyer""], [""6"", ""science fiction"", ""Bob"", ""doctor""]]}",34
lgp-test-3x2-34,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""samsung galaxy s21"", ""Peter""], [""2"", ""google pixel 6"", ""Eric""], [""3"", ""iphone 13"", ""Arnold""]]}",7
lgp-test-2x3-17,"{""header"": [""House"", ""Color"", ""Flower"", ""Name""], ""rows"": [[""1"", ""brown"", ""daffodils"", ""Arnold""], [""2"", ""black"", ""carnations"", ""Eric""]]}",7
lgp-test-5x6-34,"{""header"": [""House"", ""Child"", ""Color"", ""Genre"", ""Month"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Fred"", ""white"", ""science fiction"", ""mar"", ""Peter"", ""baseball""], [""2"", ""Bella"", ""red"", ""biography"", ""feb"", ""Eric"", ""basketball""], [""3"", ""Samantha"", ""blue"", ""mystery"", ""jan"", ""Alice"", ""swimming""], [""4"", ""Timothy"", ""yellow"", ""fantasy"", ""april"", ""Bob"", ""tennis""], [""5"", ""Meredith"", ""green"", ""romance"", ""sept"", ""Arnold"", ""soccer""]]}",79
lgp-test-5x6-26,"{""header"": [""House"", ""Are"", ""Genre"", ""House"", ""Model"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Janelle"", ""fantasy"", ""colonial"", ""google pixel 6"", ""Bob"", ""brit""], [""2"", ""Aniya"", ""biography"", ""victorian"", ""huawei p50"", ""Eric"", ""german""], [""3"", ""Penny"", ""science fiction"", ""ranch"", ""oneplus 9"", ""Peter"", ""dane""], [""4"", ""Holly"", ""mystery"", ""modern"", ""samsung galaxy s21"", ""Alice"", ""norwegian""], [""5"", ""Kailyn"", ""romance"", ""craftsman"", ""iphone 13"", ""Arnold"", ""swede""]]}",89
lgp-test-6x3-23,"{""header"": [""House"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""Eric"", ""dane"", ""cherry""], [""2"", ""Arnold"", ""norwegian"", ""lime""], [""3"", ""Peter"", ""swede"", ""dragonfruit""], [""4"", ""Carol"", ""chinese"", ""watermelon""], [""5"", ""Bob"", ""brit"", ""blueberry""], [""6"", ""Alice"", ""german"", ""desert""]]}",19
lgp-test-3x5-12,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Education"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""pall mall"", ""water"", ""bachelor"", ""gardening"", ""Peter""], [""2"", ""blue master"", ""milk"", ""associate"", ""photography"", ""Arnold""], [""3"", ""prince"", ""tea"", ""high school"", ""cooking"", ""Eric""]]}",37
lgp-test-5x4-21,"{""header"": [""House"", ""Flower"", ""Name"", ""Nationalitie"", ""Occupation""], ""rows"": [[""1"", ""lilies"", ""Bob"", ""swede"", ""artist""], [""2"", ""roses"", ""Peter"", ""german"", ""engineer""], [""3"", ""daffodils"", ""Alice"", ""norwegian"", ""lawyer""], [""4"", ""carnations"", ""Eric"", ""dane"", ""doctor""], [""5"", ""tulips"", ""Arnold"", ""brit"", ""teacher""]]}",21
lgp-test-3x2-24,"{""header"": [""House"", ""Month"", ""Name""], ""rows"": [[""1"", ""sept"", ""Peter""], [""2"", ""jan"", ""Eric""], [""3"", ""april"", ""Arnold""]]}",7
lgp-test-4x6-10,"{""header"": [""House"", ""Animal"", ""Drink"", ""Education"", ""Genre"", ""Month"", ""Name""], ""rows"": [[""1"", ""horse"", ""tea"", ""high school"", ""fantasy"", ""april"", ""Eric""], [""2"", ""cat"", ""milk"", ""associate"", ""science fiction"", ""jan"", ""Arnold""], [""3"", ""fish"", ""coffee"", ""bachelor"", ""romance"", ""feb"", ""Peter""], [""4"", ""bird"", ""water"", ""master"", ""mystery"", ""sept"", ""Alice""]]}",26
lgp-test-5x4-24,"{""header"": [""House"", ""Are"", ""Month"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Holly"", ""april"", ""Eric"", ""swede""], [""2"", ""Kailyn"", ""jan"", ""Bob"", ""dane""], [""3"", ""Penny"", ""mar"", ""Alice"", ""brit""], [""4"", ""Janelle"", ""feb"", ""Arnold"", ""norwegian""], [""5"", ""Aniya"", ""sept"", ""Peter"", ""german""]]}",21
lgp-test-5x3-15,"{""header"": [""House"", ""Animal"", ""Model"", ""Name""], ""rows"": [[""1"", ""dog"", ""ford f150"", ""Alice""], [""2"", ""bird"", ""tesla model 3"", ""Eric""], [""3"", ""horse"", ""bmw 3 series"", ""Bob""], [""4"", ""fish"", ""honda civic"", ""Peter""], [""5"", ""cat"", ""toyota camry"", ""Arnold""]]}",16
lgp-test-3x3-36,"{""header"": [""House"", ""Child"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Meredith"", ""Peter"", ""mountain""], [""2"", ""Bella"", ""Eric"", ""beach""], [""3"", ""Fred"", ""Arnold"", ""city""]]}",10
lgp-test-3x6-28,"{""header"": [""House"", ""Genre"", ""Lunch"", ""Model"", ""Month"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""classical"", ""pizza"", ""toyota camry"", ""jan"", ""Eric"", ""cherry""], [""2"", ""rock"", ""spaghetti"", ""ford f150"", ""april"", ""Arnold"", ""watermelon""], [""3"", ""pop"", ""grilled cheese"", ""tesla model 3"", ""sept"", ""Peter"", ""desert""]]}",22
lgp-test-4x3-33,"{""header"": [""House"", ""Animal"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""cat"", ""grilled cheese"", ""Peter""], [""2"", ""horse"", ""stew"", ""Eric""], [""3"", ""bird"", ""pizza"", ""Arnold""], [""4"", ""fish"", ""spaghetti"", ""Alice""]]}",14
lgp-test-2x6-7,"{""header"": [""House"", ""Animal"", ""Child"", ""Hobby"", ""Model"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""horse"", ""Bella"", ""gardening"", ""samsung galaxy s21"", ""Eric"", ""beach""], [""2"", ""cat"", ""Fred"", ""photography"", ""iphone 13"", ""Arnold"", ""mountain""]]}",13
lgp-test-6x6-34,"{""header"": [""House"", ""Genre"", ""Lunch"", ""Name"", ""Occupation"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""country"", ""pizza"", ""Alice"", ""nurse"", ""cat"", ""watermelon""], [""2"", ""jazz"", ""soup"", ""Bob"", ""doctor"", ""hamster"", ""lime""], [""3"", ""pop"", ""stir fry"", ""Carol"", ""teacher"", ""bird"", ""blueberry""], [""4"", ""classical"", ""spaghetti"", ""Arnold"", ""lawyer"", ""rabbit"", ""dragonfruit""], [""5"", ""hip hop"", ""grilled cheese"", ""Eric"", ""engineer"", ""dog"", ""desert""], [""6"", ""rock"", ""stew"", ""Peter"", ""artist"", ""fish"", ""cherry""]]}",44
lgp-test-5x5-26,"{""header"": [""House"", ""Drink"", ""Month"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""tea"", ""sept"", ""Peter"", ""teacher"", ""mountain""], [""2"", ""milk"", ""mar"", ""Alice"", ""lawyer"", ""cruise""], [""3"", ""coffee"", ""feb"", ""Arnold"", ""doctor"", ""beach""], [""4"", ""water"", ""april"", ""Eric"", ""artist"", ""city""], [""5"", ""root beer"", ""jan"", ""Bob"", ""engineer"", ""camping""]]}",32
lgp-test-4x5-26,"{""header"": [""House"", ""Genre"", ""Height"", ""Name"", ""Occupation"", ""Pet""], ""rows"": [[""1"", ""romance"", ""very short"", ""Arnold"", ""engineer"", ""cat""], [""2"", ""fantasy"", ""short"", ""Eric"", ""teacher"", ""fish""], [""3"", ""science fiction"", ""tall"", ""Alice"", ""artist"", ""dog""], [""4"", ""mystery"", ""average"", ""Peter"", ""doctor"", ""bird""]]}",21
lgp-test-2x6-15,"{""header"": [""House"", ""Child"", ""Drink"", ""Hobby"", ""Lunch"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Bella"", ""water"", ""photography"", ""grilled cheese"", ""Arnold"", ""engineer""], [""2"", ""Fred"", ""tea"", ""gardening"", ""pizza"", ""Eric"", ""doctor""]]}",13
lgp-test-6x4-27,"{""header"": [""House"", ""Model"", ""Month"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""samsung galaxy s21"", ""may"", ""Bob"", ""artist""], [""2"", ""huawei p50"", ""sept"", ""Alice"", ""engineer""], [""3"", ""google pixel 6"", ""jan"", ""Peter"", ""doctor""], [""4"", ""oneplus 9"", ""mar"", ""Arnold"", ""lawyer""], [""5"", ""xiaomi mi 11"", ""april"", ""Carol"", ""teacher""], [""6"", ""iphone 13"", ""feb"", ""Eric"", ""nurse""]]}",46
lgp-test-5x2-23,"{""header"": [""House"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""knitting"", ""Bob""], [""2"", ""gardening"", ""Eric""], [""3"", ""painting"", ""Peter""], [""4"", ""photography"", ""Arnold""], [""5"", ""cooking"", ""Alice""]]}",11
lgp-test-2x3-33,"{""header"": [""House"", ""Height"", ""Name"", ""Pet""], ""rows"": [[""1"", ""short"", ""Eric"", ""cat""], [""2"", ""very short"", ""Arnold"", ""dog""]]}",7
lgp-test-5x3-23,"{""header"": [""House"", ""Animal"", ""Model"", ""Name""], ""rows"": [[""1"", ""bird"", ""samsung galaxy s21"", ""Bob""], [""2"", ""horse"", ""huawei p50"", ""Peter""], [""3"", ""dog"", ""iphone 13"", ""Arnold""], [""4"", ""fish"", ""oneplus 9"", ""Alice""], [""5"", ""cat"", ""google pixel 6"", ""Eric""]]}",16
lgp-test-5x4-19,"{""header"": [""House"", ""Lunch"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""spaghetti"", ""Alice"", ""norwegian"", ""cherry""], [""2"", ""stew"", ""Bob"", ""german"", ""watermelon""], [""3"", ""grilled cheese"", ""Eric"", ""brit"", ""lime""], [""4"", ""pizza"", ""Arnold"", ""swede"", ""desert""], [""5"", ""stir fry"", ""Peter"", ""dane"", ""dragonfruit""]]}",53
lgp-test-6x6-10,,1
lgp-test-3x3-33,"{""header"": [""House"", ""Genre"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""rock"", ""grilled cheese"", ""Arnold""], [""2"", ""classical"", ""pizza"", ""Peter""], [""3"", ""pop"", ""spaghetti"", ""Eric""]]}",10
lgp-test-5x4-6,"{""header"": [""House"", ""Color"", ""Genre"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""black"", ""classical"", ""Alice"", ""dane""], [""2"", ""gray"", ""jazz"", ""Arnold"", ""german""], [""3"", ""blonde"", ""pop"", ""Bob"", ""norwegian""], [""4"", ""brown"", ""hip hop"", ""Peter"", ""brit""], [""5"", ""red"", ""rock"", ""Eric"", ""swede""]]}",21
lgp-test-3x2-14,"{""header"": [""House"", ""Child"", ""Name""], ""rows"": [[""1"", ""Meredith"", ""Peter""], [""2"", ""Bella"", ""Eric""], [""3"", ""Fred"", ""Arnold""]]}",7
